bench;vm;suite;extra_args;cores;input_sizes;variable_values;;;arithmetic mean;geometric mean;median;stdDev;#samples;min;max;Conf. Interval Low;Conf. Interval High;Conf. Interval Size Abs.;Conf.IntervalSize/Mean
benchmarks/mandelbrot.lua-2.lua;lua-x86;tilera;350;1;1;None;;total;536,666667;536,645876;540,000000;4,714045;3,000000;530,000000;540,000000;528,719473;544,613861;15,894388;0,029617
benchmarks/except.lua;lua;tilera;250000;1;1;None;pass2;total;4115,000000;4114,996962;4115,000000;5,000000;2,000000;4110,000000;4120,000000;4092,677517;4137,322483;44,644965;0,010849
benchmarks/fibo.lua;lua-x86;tilera;30;1;1;None;pass2;total;213,333333;213,281780;210,000000;4,714045;3,000000;210,000000;220,000000;205,386139;221,280527;15,894388;0,074505
benchmarks/hash.lua;luajit;tilera;150000;1;1;None;pass2;total;4243,333333;4243,322848;4250,000000;9,428090;3,000000;4230,000000;4250,000000;4227,438945;4259,227722;31,788777;0,007491
benchmarks/fannkuch.lua;lua-x86;tilera;9;1;1;None;pass2;total;613,333333;613,315282;610,000000;4,714045;3,000000;610,000000;620,000000;605,386139;621,280527;15,894388;0,025915
benchmarks/nestedloop.lua;lua;tilera;14;1;1;None;;total;8930,000000;8930,000000;8930,000000;0,000000;2,000000;8930,000000;8930,000000;8930,000000;8930,000000;0,000000;0,000000
benchmarks/prodcons.lua;luajit;tilera;500000;1;1;None;;total;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
benchmarks/hello.lua;lua;tilera;0,000000;1;1;None;pass1;total;10,000000;10,000000;10,000000;0,000000;2,000000;10,000000;10,000000;10,000000;10,000000;0,000000;0,000000
benchmarks/chameneos.lua;lua-x86;tilera;200000;1;1;None;;total;510,000000;510,000000;510,000000;0,000000;2,000000;510,000000;510,000000;510,000000;510,000000;0,000000;0,000000
benchmarks/recursive.lua;luajit;tilera;4;1;1;None;pass1;total;2640,000000;2640,000000;2640,000000;0,000000;2,000000;2640,000000;2640,000000;2640,000000;2640,000000;0,000000;0,000000
benchmarks/except.lua;lua-x86;tilera;250000;1;1;None;;total;533,333333;533,312586;530,000000;4,714045;3,000000;530,000000;540,000000;525,386139;541,280527;15,894388;0,029802
benchmarks/process.lua;lua-x86;tilera;100;1;1;None;pass2;total;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;-nan
benchmarks/fasta.lua;lua-x86;tilera;200000;1;1;None;pass2;total;286,666667;286,627601;290,000000;4,714045;3,000000;280,000000;290,000000;278,719473;294,613861;15,894388;0,055446
benchmarks/mandelbrot.lua-2.lua;lua;tilera;350;1;1;None;;total;12090,000000;12090,000000;12090,000000;0,000000;2,000000;12090,000000;12090,000000;12090,000000;12090,000000;0,000000;0,000000
benchmarks/nsieve.lua-3.lua;luajit;tilera;6;1;1;None;;total;7920,000000;7919,995791;7920,000000;8,164966;3,000000;7910,000000;7930,000000;7906,235056;7933,764944;27,529888;0,003476
benchmarks/except.lua;lua-x86;tilera;250000;1;1;None;pass1;total;266,666667;266,624646;270,000000;4,714045;3,000000;260,000000;270,000000;258,719473;274,613861;15,894388;0,059604
benchmarks/matrix.lua;lua;tilera;100;1;1;None;;total;9470,000000;9470,000000;9470,000000;0,000000;2,000000;9470,000000;9470,000000;9470,000000;9470,000000;0,000000;0,000000
benchmarks/strcat.lua;lua;tilera;800000;1;1;None;pass2;total;3350,000000;3349,791626;3340,000000;37,416574;3,000000;3310,000000;3400,000000;3286,921102;3413,078898;126,157796;0,037659
benchmarks/random.lua;lua;tilera;2000000;1;1;None;pass1;total;12220,000000;12220,000000;12220,000000;0,000000;2,000000;12220,000000;12220,000000;12220,000000;12220,000000;0,000000;0,000000
benchmarks/sieve.lua;lua;tilera;200;1;1;None;;total;12705,000000;12704,999016;12705,000000;5,000000;2,000000;12700,000000;12710,000000;12682,677517;12727,322483;44,644965;0,003514
benchmarks/random.lua;lua;tilera;2000000;1;1;None;;total;24435,000000;24434,999488;24435,000000;5,000000;2,000000;24430,000000;24440,000000;24412,677517;24457,322483;44,644965;0,001827
benchmarks/partialsums.lua-3.lua;luajit;tilera;500000;1;1;None;;total;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
benchmarks/chameneos.lua;luajit;tilera;200000;1;1;None;;total;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
benchmarks/process.lua;luajit;tilera;100;1;1;None;pass1;total;23,333333;22,894285;20,000000;4,714045;3,000000;20,000000;30,000000;15,386139;31,280527;15,894388;0,681188
benchmarks/chameneos.lua;lua-x86;tilera;200000;1;1;None;pass2;total;255,000000;254,950976;255,000000;5,000000;2,000000;250,000000;260,000000;232,677517;277,322483;44,644965;0,175078
benchmarks/sieve.lua;luajit;tilera;200;1;1;None;pass1;total;5323,333333;5323,324977;5330,000000;9,428090;3,000000;5310,000000;5330,000000;5307,438945;5339,227722;31,788777;0,005972
benchmarks/hash2.lua;luajit;tilera;200;1;1;None;;total;8263,333333;8263,323925;8260,000000;12,472191;3,000000;8250,000000;8280,000000;8242,307034;8284,359633;42,052599;0,005089
benchmarks/fannkuch.lua;lua;tilera;9;1;1;None;pass2;total;11015,000000;11014,998865;11015,000000;5,000000;2,000000;11010,000000;11020,000000;10992,677517;11037,322483;44,644965;0,004053
benchmarks/mandelbrot.lua;lua-x86;tilera;400;1;1;None;pass2;total;250,000000;250,000000;250,000000;0,000000;2,000000;250,000000;250,000000;250,000000;250,000000;0,000000;0,000000
benchmarks/nestedloop.lua;lua;tilera;14;1;1;None;pass2;total;4460,000000;4460,000000;4460,000000;0,000000;2,000000;4460,000000;4460,000000;4460,000000;4460,000000;0,000000;0,000000
benchmarks/binarytrees.lua-3.lua;lua;tilera;10;1;1;None;pass1;total;2110,000000;2109,984202;2110,000000;8,164966;3,000000;2100,000000;2120,000000;2096,235056;2123,764944;27,529888;0,013047
benchmarks/fannkuch.lua;luajit;tilera;9;1;1;None;pass2;total;8856,666667;8856,650369;8850,000000;16,996732;3,000000;8840,000000;8880,000000;8828,012651;8885,320683;57,308032;0,006471
benchmarks/partialsums.lua-2.lua;luajit;tilera;500000;1;1;None;;total;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
benchmarks/strcat.lua-2.lua;luajit;tilera;15000;1;1;None;pass2;total;3545,000000;3544,996474;3545,000000;5,000000;2,000000;3540,000000;3550,000000;3522,677517;3567,322483;44,644965;0,012594
benchmarks/fannkuchredux.lua;lua;tilera;9;1;1;None;;total;22985,000000;22984,999456;22985,000000;5,000000;2,000000;22980,000000;22990,000000;22962,677517;23007,322483;44,644965;0,001942
benchmarks/hello.lua;luajit;tilera;0,000000;1;1;None;;total;20,000000;20,000000;20,000000;0,000000;2,000000;20,000000;20,000000;20,000000;20,000000;0,000000;0,000000
benchmarks/mandelbrot.lua-2.lua;lua;tilera;350;1;1;None;pass1;total;6045,000000;6044,997932;6045,000000;5,000000;2,000000;6040,000000;6050,000000;6022,677517;6067,322483;44,644965;0,007385
benchmarks/matrix.lua;luajit;tilera;100;1;1;None;;total;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
benchmarks/nbody.lua-2.lua;lua;tilera;30000;1;1;None;;total;10730,000000;10730,000000;10730,000000;0,000000;2,000000;10730,000000;10730,000000;10730,000000;10730,000000;0,000000;0,000000
benchmarks/hash.lua;lua-x86;tilera;150000;1;1;None;pass2;total;280,000000;280,000000;280,000000;0,000000;2,000000;280,000000;280,000000;280,000000;280,000000;0,000000;0,000000
benchmarks/nbody.lua-4.lua;lua;tilera;30000;1;1;None;pass2;total;5410,000000;5409,699440;5380,000000;57,154761;3,000000;5360,000000;5490,000000;5313,645392;5506,354608;192,709216;0,035621
benchmarks/nsievebits.lua;lua-x86;tilera;5;1;1;None;;total;493,333333;493,310911;490,000000;4,714045;3,000000;490,000000;500,000000;485,386139;501,280527;15,894388;0,032218
benchmarks/fannkuch.lua-2.lua;lua;tilera;9;1;1;None;pass1;total;10663,333333;10663,319780;10670,000000;16,996732;3,000000;10640,000000;10680,000000;10634,679317;10691,987349;57,308032;0,005374
benchmarks/fannkuchredux.lua;luajit;tilera;9;1;1;None;pass1;total;9133,333333;9133,332117;9130,000000;4,714045;3,000000;9130,000000;9140,000000;9125,386139;9141,280527;15,894388;0,001740
benchmarks/binarytrees.lua-3.lua;lua;tilera;10;1;1;None;;total;4246,666667;4246,648338;4250,000000;12,472191;3,000000;4230,000000;4260,000000;4225,640367;4267,692966;42,052599;0,009902
benchmarks/spectralnorm.lua;lua;tilera;220;1;1;None;pass2;total;9340,000000;9340,000000;9340,000000;0,000000;2,000000;9340,000000;9340,000000;9340,000000;9340,000000;0,000000;0,000000
benchmarks/nbody.lua;lua-x86;tilera;30000;1;1;None;;total;466,666667;466,572317;460,000000;9,428090;3,000000;460,000000;480,000000;450,772278;482,561055;31,788777;0,068119
benchmarks/partialsums.lua-3.lua;lua;tilera;500000;1;1;None;;total;53896,666667;53896,615734;53910,000000;74,087036;3,000000;53800,000000;53980,000000;53771,766707;54021,566627;249,799920;0,004635
benchmarks/matrix.lua;lua-x86;tilera;100;1;1;None;pass2;total;230,000000;230,000000;230,000000;0,000000;2,000000;230,000000;230,000000;230,000000;230,000000;0,000000;0,000000
benchmarks/fannkuchredux.lua;lua;tilera;9;1;1;None;pass2;total;11485,000000;11484,998912;11485,000000;5,000000;2,000000;11480,000000;11490,000000;11462,677517;11507,322483;44,644965;0,003887
benchmarks/fannkuchredux.lua;lua;tilera;9;1;1;None;pass1;total;11500,000000;11500,000000;11500,000000;0,000000;2,000000;11500,000000;11500,000000;11500,000000;11500,000000;0,000000;0,000000
benchmarks/fannkuch.lua-2.lua;lua-x86;tilera;9;1;1;None;;total;1240,000000;1240,000000;1240,000000;0,000000;2,000000;1240,000000;1240,000000;1240,000000;1240,000000;0,000000;0,000000
benchmarks/mandelbrot.lua;luajit;tilera;400;1;1;None;pass1;total;7620,000000;7620,000000;7620,000000;0,000000;2,000000;7620,000000;7620,000000;7620,000000;7620,000000;0,000000;0,000000
benchmarks/sieve.lua-2.lua;lua;tilera;200;1;1;None;;total;14593,333333;14593,330287;14600,000000;9,428090;3,000000;14580,000000;14600,000000;14577,438945;14609,227722;31,788777;0,002178
benchmarks/lists.lua;lua;tilera;25;1;1;None;pass2;total;5530,000000;5530,000000;5530,000000;0,000000;2,000000;5530,000000;5530,000000;5530,000000;5530,000000;0,000000;0,000000
benchmarks/except.lua;lua;tilera;250000;1;1;None;pass1;total;4130,000000;4130,000000;4130,000000;0,000000;2,000000;4130,000000;4130,000000;4130,000000;4130,000000;0,000000;0,000000
benchmarks/fannkuch.lua;lua-x86;tilera;9;1;1;None;pass1;total;616,666667;616,595106;610,000000;9,428090;3,000000;610,000000;630,000000;600,772278;632,561055;31,788777;0,051549
benchmarks/fannkuchredux.lua;lua-x86;tilera;9;1;1;None;pass1;total;676,666667;676,650192;680,000000;4,714045;3,000000;670,000000;680,000000;668,719473;684,613861;15,894388;0,023489
benchmarks/nbody.lua-4.lua;lua-x86;tilera;30000;1;1;None;pass2;total;216,666667;216,465560;210,000000;9,428090;3,000000;210,000000;230,000000;200,772278;232,561055;31,788777;0,146717
benchmarks/hash.lua;luajit;tilera;150000;1;1;None;pass1;total;5256,666667;5256,639219;5250,000000;16,996732;3,000000;5240,000000;5280,000000;5228,012651;5285,320683;57,308032;0,010902
benchmarks/harmonic.lua;luajit;tilera;20000000;1;1;None;pass1;total;39320,000000;39320,000000;39320,000000;0,000000;2,000000;39320,000000;39320,000000;39320,000000;39320,000000;0,000000;0,000000
benchmarks/mandelbrot.lua-2.lua;lua-x86;tilera;350;1;1;None;pass1;total;276,666667;276,626178;280,000000;4,714045;3,000000;270,000000;280,000000;268,719473;284,613861;15,894388;0,057450
benchmarks/fannkuchredux.lua;luajit;tilera;9;1;1;None;;total;18163,333333;18163,329052;18160,000000;12,472191;3,000000;18150,000000;18180,000000;18142,307034;18184,359633;42,052599;0,002315
benchmarks/binarytrees.lua-2.lua;lua-x86;tilera;10;1;1;None;;total;223,333333;222,989496;220,000000;12,472191;3,000000;210,000000;240,000000;202,307034;244,359633;42,052599;0,188295
benchmarks/chameneos.lua;lua;tilera;200000;1;1;None;pass1;total;4566,666667;4566,635078;4560,000000;16,996732;3,000000;4550,000000;4590,000000;4538,012651;4595,320683;57,308032;0,012549
benchmarks/hash2.lua;lua;tilera;200;1;1;None;pass2;total;5050,000000;5050,000000;5050,000000;0,000000;3,000000;5050,000000;5050,000000;5050,000000;5050,000000;0,000000;0,000000
benchmarks/fibo.lua;lua-x86;tilera;30;1;1;None;pass1;total;206,666667;206,456023;200,000000;9,428090;3,000000;200,000000;220,000000;190,772278;222,561055;31,788777;0,153817
benchmarks/nestedloop.lua;lua-x86;tilera;14;1;1;None;;total;410,000000;410,000000;410,000000;0,000000;2,000000;410,000000;410,000000;410,000000;410,000000;0,000000;0,000000
benchmarks/harmonic.lua;lua;tilera;20000000;1;1;None;pass1;total;41630,000000;41630,000000;41630,000000;0,000000;2,000000;41630,000000;41630,000000;41630,000000;41630,000000;0,000000;0,000000
benchmarks/hash2.lua;lua-x86;tilera;200;1;1;None;pass1;total;273,333333;273,051796;270,000000;12,472191;3,000000;260,000000;290,000000;252,307034;294,359633;42,052599;0,153851
benchmarks/binarytrees.lua-3.lua;luajit;tilera;10;1;1;None;pass1;total;2966,666667;2966,527929;2970,000000;28,674418;3,000000;2930,000000;3000,000000;2918,325772;3015,007561;96,681790;0,032589
benchmarks/fannkuch.lua;luajit;tilera;9;1;1;None;;total;17683,333333;17683,325162;17690,000000;16,996732;3,000000;17660,000000;17700,000000;17654,679317;17711,987349;57,308032;0,003241
benchmarks/strcat.lua;lua;tilera;800000;1;1;None;pass1;total;3366,666667;3365,934041;3350,000000;70,395707;3,000000;3290,000000;3460,000000;3247,989750;3485,343583;237,353833;0,070501
benchmarks/mandelbrot.lua;lua;tilera;400;1;1;None;pass2;total;7865,000000;7864,998411;7865,000000;5,000000;2,000000;7860,000000;7870,000000;7842,677517;7887,322483;44,644965;0,005676
benchmarks/binarytrees.lua-3.lua;lua;tilera;10;1;1;None;pass2;total;2120,000000;2119,984277;2120,000000;8,164966;3,000000;2110,000000;2130,000000;2106,235056;2133,764944;27,529888;0,012986
benchmarks/ary.lua;luajit;tilera;10000;1;1;None;pass1;total;13895,000000;13894,991904;13895,000000;15,000000;2,000000;13880,000000;13910,000000;13828,032552;13961,967448;133,934895;0,009639
benchmarks/partialsums.lua-2.lua;lua;tilera;500000;1;1;None;pass1;total;26886,666667;26886,542306;26880,000000;81,785628;3,000000;26790,000000;26990,000000;26748,788001;27024,545332;275,757330;0,010256
benchmarks/prodcons.lua;lua-x86;tilera;500000;1;1;None;pass2;total;263,333333;263,291489;260,000000;4,714045;3,000000;260,000000;270,000000;255,386139;271,280527;15,894388;0,060358
benchmarks/mandelbrot.lua;lua;tilera;400;1;1;None;pass1;total;7875,000000;7874,998413;7875,000000;5,000000;2,000000;7870,000000;7880,000000;7852,677517;7897,322483;44,644965;0,005669
benchmarks/sieve.lua-2.lua;luajit;tilera;200;1;1;None;;total;12170,000000;12170,000000;12170,000000;0,000000;2,000000;12170,000000;12170,000000;12170,000000;12170,000000;0,000000;0,000000
benchmarks/nbody.lua;lua;tilera;30000;1;1;None;pass1;total;5670,000000;5669,976484;5670,000000;16,329932;3,000000;5650,000000;5690,000000;5642,470112;5697,529888;55,059776;0,009711
benchmarks/nestedloop.lua;lua;tilera;14;1;1;None;pass1;total;4470,000000;4470,000000;4470,000000;0,000000;2,000000;4470,000000;4470,000000;4470,000000;4470,000000;0,000000;0,000000
benchmarks/chameneos.lua;lua-x86;tilera;200000;1;1;None;pass1;total;255,000000;254,950976;255,000000;5,000000;2,000000;250,000000;260,000000;232,677517;277,322483;44,644965;0,175078
benchmarks/hash2.lua;lua;tilera;200;1;1;None;pass1;total;5060,000000;5059,973649;5060,000000;16,329932;3,000000;5040,000000;5080,000000;5032,470112;5087,529888;55,059776;0,010881
benchmarks/nsievebits.lua;lua;tilera;5;1;1;None;;total;16620,000000;16619,973941;16610,000000;29,439203;3,000000;16590,000000;16660,000000;16570,369788;16669,630212;99,260423;0,005972
benchmarks/fannkuch.lua-2.lua;lua-x86;tilera;9;1;1;None;pass1;total;620,000000;620,000000;620,000000;0,000000;2,000000;620,000000;620,000000;620,000000;620,000000;0,000000;0,000000
benchmarks/harmonic.lua;luajit;tilera;20000000;1;1;None;;total;78620,000000;78620,000000;78620,000000;0,000000;2,000000;78620,000000;78620,000000;78620,000000;78620,000000;0,000000;0,000000
benchmarks/recursive.lua;lua-x86;tilera;4;1;1;None;;total;580,000000;580,000000;580,000000;0,000000;2,000000;580,000000;580,000000;580,000000;580,000000;0,000000;0,000000
benchmarks/binarytrees.lua-2.lua;luajit;tilera;10;1;1;None;pass1;total;2973,333333;2973,092721;3000,000000;37,712362;3,000000;2920,000000;3000,000000;2909,755780;3036,910886;127,155106;0,042765
benchmarks/spectralnorm.lua;lua;tilera;220;1;1;None;pass1;total;9350,000000;9350,000000;9350,000000;0,000000;2,000000;9350,000000;9350,000000;9350,000000;9350,000000;0,000000;0,000000
benchmarks/lists.lua;lua;tilera;25;1;1;None;;total;11080,000000;11080,000000;11080,000000;0,000000;2,000000;11080,000000;11080,000000;11080,000000;11080,000000;0,000000;0,000000
benchmarks/recursive.lua;lua;tilera;4;1;1;None;pass1;total;5100,000000;5100,000000;5100,000000;0,000000;2,000000;5100,000000;5100,000000;5100,000000;5100,000000;0,000000;0,000000
benchmarks/fannkuchredux.lua;lua-x86;tilera;9;1;1;None;;total;1346,666667;1346,633771;1340,000000;9,428090;3,000000;1340,000000;1360,000000;1330,772278;1362,561055;31,788777;0,023606
benchmarks/nestedloop.lua;luajit;tilera;14;1;1;None;pass2;total;3610,000000;3610,000000;3610,000000;0,000000;2,000000;3610,000000;3610,000000;3610,000000;3610,000000;0,000000;0,000000
benchmarks/fannkuchredux.lua;luajit;tilera;9;1;1;None;pass2;total;9030,000000;9029,988934;9020,000000;14,142136;3,000000;9020,000000;9050,000000;9006,158418;9053,841582;47,683165;0,005281
benchmarks/mandelbrot.lua-2.lua;luajit;tilera;350;1;1;None;pass1;total;5755,000000;5754,997828;5755,000000;5,000000;2,000000;5750,000000;5760,000000;5732,677517;5777,322483;44,644965;0,007758
benchmarks/mandelbrot.lua-2.lua;lua;tilera;350;1;1;None;pass2;total;6040,000000;6040,000000;6040,000000;0,000000;2,000000;6040,000000;6040,000000;6040,000000;6040,000000;0,000000;0,000000
benchmarks/fannkuch.lua;luajit;tilera;9;1;1;None;pass1;total;8826,666667;8826,661634;8820,000000;9,428090;3,000000;8820,000000;8840,000000;8810,772278;8842,561055;31,788777;0,003601
benchmarks/process.lua;luajit;tilera;100;1;1;None;pass2;total;6,666667;0,000000;10,000000;4,714045;3,000000;0,000000;10,000000;-1,280527;14,613861;15,894388;2,384158
benchmarks/hash.lua;lua-x86;tilera;150000;1;1;None;pass1;total;310,000000;310,000000;310,000000;0,000000;2,000000;310,000000;310,000000;310,000000;310,000000;0,000000;0,000000
benchmarks/sieve.lua-2.lua;lua;tilera;200;1;1;None;pass2;total;7283,333333;7283,327227;7290,000000;9,428090;3,000000;7270,000000;7290,000000;7267,438945;7299,227722;31,788777;0,004365
benchmarks/random.lua;lua-x86;tilera;2000000;1;1;None;pass1;total;260,000000;260,000000;260,000000;0,000000;3,000000;260,000000;260,000000;260,000000;260,000000;0,000000;0,000000
benchmarks/strcat.lua;luajit;tilera;800000;1;1;None;pass2;total;3356,666667;3356,663354;3360,000000;4,714045;3,000000;3350,000000;3360,000000;3348,719473;3364,613861;15,894388;0,004735
benchmarks/binarytrees.lua-3.lua;lua-x86;tilera;10;1;1;None;;total;226,666667;226,474270;220,000000;9,428090;3,000000;220,000000;240,000000;210,772278;242,561055;31,788777;0,140245
